created_at,business_name,email_to,subject,body,status,channel,website,phone
2026-03-13T10:39:48.591513,Cabana Restaurant & Bar,cabanaqueens@gmail.com,quick growth idea for Cabana Restaurant & Bar,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Cabana Restaurant & Bar and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://www.cabanarestaurant.com/,+1-718-263-3600
2026-03-13T10:39:48.591517,Caffeine Underground,tcunyc@gmail.com,quick growth idea for Caffeine Underground,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Caffeine Underground and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://www.caffeineunderground.com/,+1-718-484-4806
2026-03-13T10:39:48.591520,Café Renis,info@caferenis.com,quick growth idea for Café Renis,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Café Renis and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://www.caferenis.com,+1-718-255-1730
2026-03-13T10:39:48.591525,Cannelle Patisserie,info@cannellepatisserie.com,quick growth idea for Cannelle Patisserie,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Cannelle Patisserie and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://cannellepatisserie.com/cannelle-patisserie-queens/,+1 718-565-6200
2026-03-13T10:39:48.591528,Car Lease With Bad Credit,carleasewithbadcredit@gmail.com,quick growth idea for Car Lease With Bad Credit,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Car Lease With Bad Credit and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,http://carleasewithbadcredit.com,+1-646-759-7805
2026-03-13T10:39:48.591532,Carvel,Jing2912@hotmail.com,quick growth idea for Carvel,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Carvel and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://locations.carvel.com/ny/ridgewood/3112-ice-cream,+1-718-386-2258
2026-03-13T10:39:48.591535,Centerpark Parker Towers Parking Garage,support@centerpark.nyc,quick growth idea for Centerpark Parker Towers Parking Garage,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Centerpark Parker Towers Parking Garage and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://www.centerpark.nyc/parker-towers-garage,+1-718-440-9420
2026-03-13T10:39:48.591538,Chachawan Thai Restaurant,Chachawan.nyc@gmail.com,quick growth idea for Chachawan Thai Restaurant,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Chachawan Thai Restaurant and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://www.chachawannyc.com/,+1-718-894-4404
2026-03-13T10:39:48.591543,Chakra Cafe,chakranyc@gmail.com,quick growth idea for Chakra Cafe,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Chakra Cafe and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://www.chakrany.com/,+1 929-462-0051
2026-03-13T10:39:48.591546,Circo's Pastry Shop,info@circospastryshop.com,quick growth idea for Circo's Pastry Shop,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Circo's Pastry Shop and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://circospastryshop.com/,+1-718-381-7199
2026-03-13T10:39:48.591549,Cohen Medical Practice,info@nycgyne.com,quick growth idea for Cohen Medical Practice,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Cohen Medical Practice and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://nycgyne.com/gynecologist-rego-park-queens/,+1-347-545-2520
2026-03-13T10:39:48.591553,Colectivo Intercultural TRANSgrediendo,TRANSgrediendo@outlook.com,quick growth idea for Colectivo Intercultural TRANSgrediendo,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Colectivo Intercultural TRANSgrediendo and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://www.ourvoicesarefree.org/,+1-917-601-6047
2026-03-13T10:39:48.591556,Corato II Pizza,Coratopizza2@gmail.com,quick growth idea for Corato II Pizza,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Corato II Pizza and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,http://www.coratopizzany.com/,+1-718-381-5656
2026-03-13T10:39:48.591560,Curaleaf,queens@curaleaf.com,quick growth idea for Curaleaf,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Curaleaf and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://ny.curaleaf.com/stores/forest-hills/,+1 646-968-2872
2026-03-13T10:39:48.591568,Dera,info@deraeats.com,quick growth idea for Dera,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Dera and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://deraeats.com/,+1 718-898-3372
2026-03-13T10:39:48.591573,Divya Dham Temple,geetadivyadham@gmail.com,quick growth idea for Divya Dham Temple,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Divya Dham Temple and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://geeta-divyadhamtemple.com/,+1-718-592-2925;+1-718-457-1008
2026-03-13T10:39:48.591584,Dolce Aesthetics,dolceaestheticsny@gmail.com,quick growth idea for Dolce Aesthetics,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Dolce Aesthetics and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://dolceaesthetics.com/,+1-718-365-2369
2026-03-13T10:39:48.591587,Doublé BK,info@madmanhg.com,quick growth idea for Doublé BK,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Doublé BK and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://www.doublebk.com/,+1-914-249-toi9525
2026-03-13T10:39:48.591592,Dragons Lair Recording Studio,info@dragonslairrecordingstudio.com,quick growth idea for Dragons Lair Recording Studio,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Dragons Lair Recording Studio and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://dragonslairrecordingstudio.com/,+1-347-362-5756
2026-03-13T10:39:48.591595,East Coast International Tire Group Inc.,info@ecitires.com,quick growth idea for East Coast International Tire Group Inc.,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked East Coast International Tire Group Inc. and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://ecitires.com/,+1-718-386-9088
2026-03-13T10:39:48.591599,Energy Fuel,energyfuelny@gmail.com,quick growth idea for Energy Fuel,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Energy Fuel and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://www.energyfuelny.com/,+1-718-456-3835
2026-03-13T10:39:48.591602,Evil Twin Brewery,info@eviltwin.dk,quick growth idea for Evil Twin Brewery,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Evil Twin Brewery and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://eviltwin.nyc,+1-718-366-1850
2026-03-13T10:39:48.591605,Familiars Vegan Coffee Shop,familiarsbk@gmail.com,quick growth idea for Familiars Vegan Coffee Shop,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Familiars Vegan Coffee Shop and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://www.familiarsbk.com/,+1-347-295-2574
2026-03-13T10:39:48.591609,Fellowship Baptist Church,Brownsville.Community.BC@gmail.com,quick growth idea for Fellowship Baptist Church,"Hi team,\n\nI’m local and I put together quick AI-powered growth audits for neighborhood businesses. I checked Fellowship Baptist Church and I can send a short report with practical fixes (SEO + visibility + conversion ideas) you can use right away.\n\nIf you want, I’ll send a free 3-point preview first.\n\n— Ander\nayalaander323@gmail.com",approved_pending_send,email,https://brownsvillecommunitybaptistchurch.org/,+1-718-342-3637
